course_campaign_name,campaign_agenda,campaign_category,digital_marketing_team,marketing_product,mobile,tablet,laptop,campaign_id,Illinois,California,Georgia,Arizona,Florida,West_Virginia,Texas,Massachusetts,Wisconsin,District_of_Columbia,Kentucky,Missouri,Mississippi,Alabama,Ohio,Michigan,Oklahoma,Virginia,New_York,Washington,Colorado,Pennsylvania,Indiana,North_Carolina,Minnesota,Tennessee,New_Jersey,Idaho,Nevada,Louisiana,New_Mexico,Maryland,South_Carolina,Oregon,Connecticut,Alaska,Iowa,Montana,Rhode_Island,Utah,Arkansas,Kansas,Nebraska,Hawaii,North_Dakota,New_Hampshire,Maine,South_Dakota
email_google_analytics_82,open_link,new_course_added,ind_bdq_digex,google_analytics,4,12,5,4372258542,"",2,"","","",1,4,1,1,1,"","",1,"","","",1,"","","","","",2,3,1,1,"","","","",1,"","","","","","","","","","","","",1,"","","",""
email_youtube_marketing_160,register_to_course,new_course_added,ind_vtz_digex,youtube_marketing,4,6,4,92315771,1,2,3,"",1,"",1,"","",1,"","","","","",1,"","","","","",1,1,"","","","","","","","","","","",1,"",1,"","","","","","","","","","",""
email_youtube_marketing_56,click_on_email,marketing,ind_vtz_digex,youtube_marketing,2,7,1,2686013737,"",2,"","",2,"",3,"","",1,"","","","","","","","",1,"",1,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
email_podcasting_55,register_to_course,new_course_added,ind_bdq_digex,podcasting,8,7,2,9278190470,1,2,"",2,"","",2,2,"","","","","","","","","","",1,"",1,2,"","",1,"","","","","",1,"",1,"","","","","","","","","","","","",1,"",""
email_podcasting_124,open_link,new_course_added,ind_vtz_digex,podcasting,3,7,4,589051075,"",2,2,"",1,"",1,"","",1,"","","","","","","","",1,"",1,"","",1,"",1,"",1,"","","",1,"","","","","","","",1,"","","","","","","",""
email_podcasting_199,click_on_email,new_course_added,ind_pat_digex,podcasting,5,8,3,6053840246,1,2,1,"",5,"","","","",1,"","","","","",1,"","","","","","","",1,1,"","","",1,"","",1,"","",1,"","","","","","","","","","","","",""
email_youtube_marketing_72,register_to_course,marketing,ind_stv_digex,youtube_marketing,1,7,5,1795475986,1,2,"","",4,"","","","",2,"","","","","","","","",1,"","","","",1,"","","","","","","","","","","","","","","","",1,"",1,"","","","",""
email_copywriting_125,register_to_course,marketing,ind_stv_digex,copywriting,5,10,5,2911072340,"",1,2,"",1,"",2,2,"","",1,"","","",3,"",1,"","","",1,1,"","","","","","","",1,"",1,"","",1,"",1,"",1,"","","","","","","","",""
email_copywriting_26,click_on_email,new_course_added,ind_stv_digex,copywriting,2,9,6,3479725996,"",3,1,1,2,"",2,"","","","","","","",1,"","","",1,3,"","","","","","","","","","","","","","","",1,"","","","","","",2,"","","","",""
email_podcasting_199,open_link,new_course_added,ind_vtz_digex,podcasting,2,6,2,5678711695,"",1,1,"","","",1,"","","","","","","","","","","","","","",2,"",1,"",1,1,1,"","","","","","","","",1,"","","","","","","","","","",""
email_youtube_marketing_122,open_link,marketing,ind_pat_digex,youtube_marketing,5,10,6,2686043717,"",3,2,1,2,"",3,1,1,2,"",1,"",2,1,"","","","","","","",1,"","",1,"","","","","","","","","","","","","","","","","","","","","",""
email_youtube_marketing_180,click_on_email,marketing,ind_isk_digex,youtube_marketing,7,8,3,4668259772,"",1,"","",2,1,1,1,1,3,"","","","",1,"","","","",2,"",1,"",1,1,1,"","","","","","","","","","","","","","","","","",1,"","","",""
email_podcasting_22,open_link,new_course_added,ind_vtz_digex,podcasting,4,8,4,5557529993,2,3,2,"",2,"",2,"","",1,"",1,"","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
email_email_marketing_52,open_link,marketing,ind_bdq_digex,email_marketing,4,8,5,8358416261,"",2,2,1,1,"",2,"","",2,1,"","","","",1,"",2,"","","",2,"","","","","",1,"","","","","","","","","","","","","","","","","","","",""
email_podcasting_185,click_on_email,marketing,ind_bdq_digex,podcasting,4,12,4,626915023,"",3,2,"",1,"",1,"","",1,"","","","","",1,"",1,2,"",1,"",2,"","",1,"","","","","","","","",1,"","","","",1,1,"","",1,"","","",""
email_youtube_marketing_193,open_link,marketing,ind_stv_digex,youtube_marketing,7,8,"",1627084045,"","",1,3,"",2,3,"","","","","",1,"","","","",1,"","",1,"","","","","","","","","","","",1,1,"",1,"","","","","","","","","","","",""
email_copywriting_168,register_to_course,new_course_added,ind_bdq_digex,copywriting,4,5,5,2069642526,"",1,4,"","","",3,"","","","","","","","",1,"","","",1,"","","","","","","","","","","","","","","","","","","",1,1,2,"","","","","",""
email_email_marketing_118,open_link,new_course_added,ind_vtz_digex,email_marketing,6,14,6,4239041619,"",2,"",1,3,"",3,"","",2,"",1,"","","","","",1,"",1,"",1,"",1,2,1,"","","",1,"","",1,1,1,"","","","",1,"",2,"","","","","",""
email_podcasting_193,open_link,new_course_added,ind_vtz_digex,podcasting,5,5,3,5823463626,"",5,"","",1,"",2,"","",1,"","","","","","",1,1,"","","","","",1,"","","","","","","",1,"","","","","","","","","","","","","","","",""
email_podcasting_164,open_link,marketing,ind_vtz_digex,podcasting,6,10,5,6204484079,1,7,1,"",1,"",1,1,"",1,"","","","","","","","","",1,"",1,1,"","",1,"","",1,"",1,"",1,"","","","","","","","","",1,"","","","",""
email_podcasting_108,click_on_email,new_course_added,ind_stv_digex,podcasting,6,7,6,6872477997,1,1,1,"",1,"",2,"","","",1,"","","",1,"","","",1,2,1,1,"",1,1,"","","",1,1,"","","",1,"","","","",1,"","","","","","","","",""
email_podcasting_20,open_link,marketing,ind_vtz_digex,podcasting,5,5,2,7123885805,"",1,"","","",1,"","","",1,"","","","","","","",1,1,2,1,"","","",2,"","","",1,"","","","","","","","","","","","","",1,"","","","",""
email_email_marketing_196,open_link,marketing,ind_vtz_digex,email_marketing,2,14,2,7298957538,1,1,2,"",3,"",1,"","","","",2,"","","","","","",2,"",1,"","",1,"",1,1,"","","",1,"","",1,"","","","","","","","","","","","","",""
email_youtube_marketing_155,open_link,new_course_added,ind_vtz_digex,youtube_marketing,3,9,3,9587944429,"",2,1,"",3,"",1,"",2,"",1,"","","","",1,"","","","","","",1,1,"",1,"","","","","","","","","","","","","","","",1,"","","","","",""
email_podcasting_16,click_on_email,marketing,ind_vtz_digex,podcasting,5,15,4,3102366597,"",2,1,1,1,1,3,1,"",1,"","","","",2,"",1,1,1,1,"","","","","","","",2,1,1,"",1,"","","","","","","","",1,"",1,"","","","",""
email_youtube_marketing_95,open_link,new_course_added,ind_stv_digex,youtube_marketing,5,3,3,11834609,"",1,"",1,"","","","","","","",1,1,"","","","",2,"","","",1,"","",1,"","","",1,"","","","","","","","","","","",1,"","","","",1,"",""
email_youtube_marketing_30,open_link,marketing,ind_stv_digex,youtube_marketing,4,9,3,1284956156,"",3,"","","","",5,1,"",1,"","","","",1,"","","",3,"","","","","",1,"","","","","","","","","","","","","","","","",1,"","","","","",""
email_copywriting_77,open_link,marketing,ind_vtz_digex,copywriting,6,8,4,5083717433,"",3,2,"",4,"",2,"","","","","","","","",1,1,"","","","","",1,"","","","","","","","","","",2,"",1,"","","","","",1,"","","","","",""
email_podcasting_49,click_on_email,new_course_added,ind_vtz_digex,podcasting,6,4,1,7917902463,1,"",1,"",1,"",3,"",1,1,"","","","","","","","",1,1,"","",1,"","","","","","","","","","","","","","","","","","","","","","","","",""
email_podcasting_75,register_to_course,new_course_added,ind_bdq_digex,podcasting,5,7,4,8857083179,"",3,"","","",1,2,"","","","","","","",1,"","","",1,"","","","","","",2,"","",1,1,1,1,1,"","",1,"","","","","","","","","","","",""
email_google_analytics_60,click_on_email,marketing,ind_stv_digex,google_analytics,5,11,3,9646591582,"",3,1,1,3,"",2,"","","","","","",1,1,"","",1,1,1,"","","","","",1,"","","","",1,1,"","","","",1,"","","","","","","","","","",""
email_marketing_strategy_139,click_on_email,marketing,ind_bdq_digex,marketing_strategy,8,6,5,1134471785,"",1,"","",1,"",2,2,"",1,2,"","","",3,"",1,"","","",1,1,1,"","","","","",1,"","","","",1,1,"","","","","","","","","","","","",""
email_podcasting_142,open_link,marketing,ind_vtz_digex,podcasting,"",9,12,4903684768,2,1,"","",2,"",3,2,"","","",1,"","","","","","",1,"",1,1,"",2,"",1,"","",1,1,"",1,1,"","","","","","","","","","","","","","",""
email_podcasting_41,open_link,marketing,ind_ded_digex,podcasting,1,10,3,5396488042,"",1,1,"",1,"",2,"","",1,"",2,"","",1,"",1,"",1,"",1,"","","","",1,"","","","","","","","",1,"","","","","","","","","","","","",""
email_podcasting_189,open_link,marketing,ind_bdq_digex,podcasting,6,13,10,8786798987,1,5,3,1,2,"",3,2,1,"",1,"",1,"",4,"",1,"","","","",1,"","","","","","","","","",1,"","","","",1,"","","","","","",1,"","","",""
email_podcasting_160,open_link,new_course_added,ind_myq_digex,podcasting,5,8,8,9022838188,1,2,"","","","",2,"",1,1,"","","",3,"",1,"",1,"","",1,2,"",2,"","","",1,"",1,"","","",1,"","","","","","","","",1,"","","","",""
email_podcasting_137,register_to_course,new_course_added,ind_stv_digex,podcasting,3,7,1,9605184559,"",1,1,1,2,"","","","","","","","",1,"",1,"","",1,"",1,"","","",1,"","","","","","","","","","","","","","","","","","",1,"","","",""
email_youtube_marketing_73,open_link,new_course_added,ind_stv_digex,youtube_marketing,6,9,4,380470039,"",3,1,1,"","",2,"","",2,"","","","",2,"","","",3,1,"","","",1,"","","",1,"",1,"","","","","","","","","","","",1,"","","","","",""
email_podcasting_59,register_to_course,new_course_added,ind_pat_digex,podcasting,5,8,3,2429150220,1,1,"","",1,"",3,"","","","","","",2,1,"","",1,1,"","","","","","","","","","","","",2,"","","","",1,"","","","","","",1,"","",1,""
email_podcasting_32,click_on_email,marketing,ind_vtz_digex,podcasting,4,11,4,3354190191,"",4,"","","","",3,1,"","","","","","",1,"","","",1,"","",1,"",2,"","","","","","","","",1,"","","","","","",1,1,"","",2,1,"","",""
email_podcasting_19,register_to_course,new_course_added,ind_bdq_digex,podcasting,3,10,2,4094478159,1,2,"","","","",2,"",1,1,"","","","","","","",1,1,"",1,1,"","","",1,"","","",1,"","","","","","","","","","",1,"","","",1,"","",""
email_podcasting_194,register_to_course,new_course_added,ind_vtz_digex,podcasting,7,8,4,4872568370,2,1,"",1,2,"",4,"",1,"","","","","","","","",1,1,"",1,1,"","",1,"","","","","","","",1,"",1,"","","","",1,"","","","","","","",""
email_podcasting_6,open_link,new_course_added,ind_vtz_digex,podcasting,3,9,5,5973249115,"",1,1,1,"","","","",1,"","","",2,"",2,"","","","","",1,1,1,"",1,1,"",1,"",2,"","","","","","","","","","",1,"","","","","","",""
email_email_marketing_155,open_link,new_course_added,ind_pat_digex,email_marketing,2,7,4,7043584469,1,2,"","",1,"","","","",1,"","",1,"",1,"","","","",1,1,1,1,"","","","","","","","",1,"","","","",1,"","","","","","","","","","",""
email_email_marketing_87,open_link,new_course_added,ind_vtz_digex,email_marketing,4,4,4,9504937217,1,1,1,"",2,"",2,"","","","","","","",2,"","","","",2,"",1,"","","","","","","","","","","","","","","","","","","","","","","","","",""
email_google_analytics_79,open_link,marketing,ind_ccu_digex,google_analytics,3,5,3,3897419106,"",2,1,"","","",2,"","","","",1,"","",1,"","","","","","","","",1,"","","","","","","","",2,"",1,"","","","","","","","","","","","",""
email_copywriting_147,click_on_email,new_course_added,ind_vtz_digex,copywriting,3,4,9,4720599281,"",3,"",1,1,1,3,"","","","","","",1,2,"","",1,"","","","",1,"","","","","","","","","",1,"","","",1,"","","","","","","","","","",""
email_podcasting_24,open_link,marketing,ind_vtz_digex,podcasting,5,10,4,6517332189,1,3,"",1,2,"",2,1,"",1,"","","","",2,"","",1,"","","","",1,"",2,"","","","",1,"","","",1,"","","","","","","","","","","","","",""
email_podcasting_149,click_on_email,new_course_added,ind_bdq_digex,podcasting,5,14,5,6829571820,"","","",1,4,"",3,"",2,1,"",1,"",2,"","","","",1,1,"","",1,"","",1,"","","",1,"","","","","",1,1,"","",1,"","","",1,1,"","",""
email_copywriting_145,open_link,new_course_added,ind_bdq_digex,copywriting,2,13,1,9928402019,1,1,2,"",1,"",3,"","","","",1,"",1,"",1,"","",1,"",1,1,"","",1,"","","","","","","","","","","","","","","","",1,"","","","","",""
email_youtube_marketing_159,register_to_course,new_course_added,ind_vtz_digex,youtube_marketing,8,6,5,2185596853,"",3,1,"",1,"",2,"","","","","","","","","","","",1,"",1,"",2,"","","","","",1,1,1,"","","","",1,1,"","","","",2,1,"","","","",""
email_podcasting_61,register_to_course,marketing,ind_pat_digex,podcasting,9,5,5,2912209781,1,2,1,"","","",2,"","","","",1,"","","","","",1,1,1,2,1,"","",1,3,"","","","","","","","","","","","",1,1,"","","","","","","",""
email_podcasting_77,register_to_course,marketing,ind_vtz_digex,podcasting,2,13,5,3310239721,"",2,1,"",2,"",2,"","","","","",2,"",1,1,"","",1,"","","",1,1,"",1,"","",1,"","",1,"","","","",1,"","","","",1,1,"","","","",""
email_email_marketing_115,open_link,new_course_added,ind_vtz_digex,email_marketing,2,9,2,6132630899,"",1,"",1,2,"",1,"",1,"",1,"","",1,"","","","",1,1,"",1,"","","","","","",1,"","",1,"","","","","","","","","","","","","","","",""
email_email_marketing_4,open_link,new_course_added,ind_vtz_digex,email_marketing,3,7,4,6975373205,"",3,1,2,"","",1,"","",1,1,1,"","","","","","",2,"",1,1,"","","","","","","","","","","","","","","","","","","","","","","","","",""
email_podcasting_98,open_link,new_course_added,ind_vtz_digex,podcasting,4,9,3,7551820256,"","",1,"",1,"",2,2,"","","","","",1,2,"","","",1,"",1,2,"","","","","","","","","","","","","",2,"","","","","","",1,"","","","",""
email_podcasting_126,open_link,marketing,ind_vtz_digex,podcasting,3,4,2,9048874858,"",2,"","","",1,2,"","",1,"","","","",2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
email_podcasting_87,open_link,new_course_added,ind_bdq_digex,podcasting,5,10,3,321102150,1,1,"","",2,"",2,"",1,"","","","","","",1,"","",2,1,1,1,"",1,"","","",1,1,"","","","","","","","","","","","",1,"","",1,"","",""
email_podcasting_22,register_to_course,new_course_added,ind_vtz_digex,podcasting,5,7,4,364334576,"",1,"","",1,"",4,1,"","",1,1,"",1,1,1,"","","","",1,"",1,"","",1,"","","","",1,"","","","","","","","","","","","","","","","",""
email_podcasting_39,open_link,new_course_added,ind_vtz_digex,podcasting,3,5,5,863028489,1,2,"","",2,"",4,"","","",1,"","","","","","","","","","","","","","","",1,1,"","","","","","","",1,"","","","","","","","","","","",""
email_podcasting_100,open_link,marketing,ind_vtz_digex,podcasting,8,6,4,4446366270,1,3,1,1,1,"",1,"","","","",1,"","","","",1,"","","",1,"",1,1,"","","","",1,"","","","","","",2,1,"","","","","","",1,"","","",""
email_podcasting_190,open_link,marketing,ind_vtz_digex,podcasting,1,7,3,6156899960,"","",1,"",1,"",2,"","",1,"","","","","","",1,"",2,1,"","","","","",1,"","","","","","","","","","","","","","","","","",1,"","","",""
email_podcasting_107,register_to_course,new_course_added,ind_bdq_digex,podcasting,6,9,1,6998082444,"",4,"",2,3,1,2,"","","","","","","","","",1,"","","","",1,"",1,"","",1,"","","","","","","","","","","","","","","","","","","","",""
email_youtube_marketing_4,register_to_course,marketing,ind_vtz_digex,youtube_marketing,3,8,3,8265337469,"","",1,"",1,"",3,"","","","","","",1,"","","","","","","","","",1,"",1,"","",1,"",1,"","",1,1,"","","","","","","","",2,"","","",""
email_podcasting_60,open_link,new_course_added,ind_vtz_digex,podcasting,3,11,4,221463208,"",2,"",1,2,1,3,"","",1,"",1,"","","","","",1,1,"","",1,1,"",2,1,"","","","","","","","","","","","","","","","","","","","","",""
email_youtube_marketing_147,open_link,new_course_added,ind_ccu_digex,youtube_marketing,7,7,3,2021155617,2,1,"","",1,"",3,"",1,"","","",1,"",1,"","","",1,"","",2,"","",1,1,1,"",1,"","","","","","","","","","","","","","","","","","",""
email_email_marketing_44,click_on_email,new_course_added,ind_myq_digex,email_marketing,5,5,2,4945298521,"",1,2,1,"","",2,"",1,"","","","","","","","","",2,"","",1,"","","","","","","","","","","","","","",1,"","","","",1,"","","","","",""
email_youtube_marketing_118,click_on_email,new_course_added,ind_vtz_digex,youtube_marketing,"",5,4,6182439130,2,2,1,"",1,"",1,"","",1,"","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
email_youtube_marketing_132,register_to_course,new_course_added,ind_vtz_digex,youtube_marketing,2,11,3,7271535381,"",2,1,"",2,"",4,"",1,1,"","",1,"","","","","","",1,1,"","","",1,1,"","","","","","","","","","","","","","","","","","","","","",""
email_email_marketing_193,open_link,new_course_added,ind_vtz_digex,email_marketing,5,5,2,9868487781,"",1,"","",4,"",2,"","","","","","","","","","",1,"","","",1,"","","",1,"","","","","","","","","","",1,"","","","","","",1,"","","",""
email_podcasting_118,open_link,new_course_added,ind_vtz_digex,podcasting,6,2,2,9964108311,"",3,"",1,"","","","","",1,1,"","","","","","","","","","","",1,1,"","","","","","","","","","","","",2,"","","","","","","","","","",""
email_email_marketing_69,open_link,new_course_added,ind_bdq_digex,email_marketing,4,9,4,1264575947,1,3,"",1,"","",2,"","","","","","",2,"",1,"",1,1,"",1,1,"","",1,"","","","","","",1,1,"","","","","","","","","","","","","","",""
email_podcasting_72,open_link,new_course_added,ind_bdq_digex,podcasting,7,6,7,1487171730,2,2,"","","","","",1,"",1,1,"","","","",2,"","",1,1,"",1,1,3,"","","","",1,"","","","",1,"","",1,"",1,"","","","","","","","",""
email_podcasting_49,open_link,new_course_added,ind_vtz_digex,podcasting,1,6,5,2197754092,"",1,1,"",2,"",1,"","",1,"",1,"","","","",1,"","","","","","","",1,"","","","",1,"","","","",1,"","","","","",1,"","","","","","",""
email_podcasting_187,open_link,marketing,ind_vtz_digex,podcasting,6,9,1,3585806694,"",1,"","",1,"",1,"","",1,1,"",1,"","",1,"","","","",1,1,"",1,2,"","","",1,"","",1,"","","","",1,"","","","",1,"","","","","",""
email_youtube_marketing_194,open_link,new_course_added,ind_vtz_digex,youtube_marketing,2,5,3,7288550389,2,1,1,"","","",2,"","","","","","","",1,"","","","","","","","","","","","",1,"",1,"","","","","",1,"","","","","","","","","","","",""
email_copywriting_42,open_link,marketing,ind_bdq_digex,copywriting,3,8,5,8296515911,"",2,"","","","",2,"","","",1,"","","",1,"","","",3,1,"",1,"","","","","","","","","",1,"",1,"","",1,"","","","","",1,"","","","",1
email_google_analytics_157,register_to_course,marketing,ind_ccu_digex,google_analytics,4,12,5,4036711032,"",3,2,"",2,"",2,"","","","",1,"","","","","","",1,"",1,2,1,"",1,"","","","",1,"","","","","","","","","",1,"",2,"","",1,"","",""
email_podcasting_12,open_link,new_course_added,ind_bdq_digex,podcasting,3,6,7,5810423116,2,4,"",1,1,"","",1,1,"","",1,"","","","","",1,"",1,"","","",1,"",1,"","",1,"","","","","","","","","","","","","","","","","","",""
email_podcasting_105,open_link,marketing,ind_vtz_digex,podcasting,"",5,5,9934925400,1,1,"",1,1,"",1,1,"",2,"","",1,"","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","",""
email_youtube_marketing_184,open_link,new_course_added,ind_bdq_digex,youtube_marketing,7,12,4,1630614238,1,4,"",1,2,"",4,"","","","","",1,"","",1,"",1,"","","","",1,"","",2,"","",1,"","",1,"","",1,"",1,"","","","","","",1,"","","",""
email_email_marketing_43,open_link,marketing,ind_ccu_digex,email_marketing,5,7,3,4682767542,1,2,1,"","","","",1,"",1,1,1,1,"",1,"","","","","","",1,1,1,"","","","",1,"","","","","","","","","","","","","","","",1,"","",""
email_youtube_marketing_35,open_link,marketing,ind_vtz_digex,youtube_marketing,6,11,6,6240815977,1,5,1,"","","",4,1,1,"","","","","",1,1,"",1,"",1,"","","",1,"","","","",1,1,"","","","","","",2,"","","","","","","",1,"","",""
email_email_marketing_86,click_on_email,marketing,ind_vtz_digex,email_marketing,3,11,5,6383428128,2,1,1,"","","",1,1,"","","","","","",3,"","","",2,"",2,1,"","","","","",2,"","",1,"","","","",2,"","","","","","","","","","","",""
email_podcasting_96,click_on_email,new_course_added,ind_bdq_digex,podcasting,6,7,2,8718651100,"",2,"",1,"","","","","","",1,"","","","",1,"","",2,"","",2,"","",2,"","","",2,"","","","","","","","","","","",1,"","",1,"","","",""
email_podcasting_33,open_link,new_course_added,ind_del_digex,podcasting,4,9,"",9645997542,"",1,1,"",2,"",1,"","","","","","","","","","","","","",1,"","","",2,"","","",1,1,"","",2,1,"","","","","","","","","","","","","",""
email_podcasting_111,register_to_course,new_course_added,ind_vtz_digex,podcasting,4,8,3,389424889,"","","","",2,"",3,"","","","","","",1,"",1,"",1,"","","",2,1,"","",1,"","","","",1,"","","","","","","","","",2,"","","","","","",""
email_podcasting_64,open_link,new_course_added,ind_stv_digex,podcasting,5,13,3,3276576392,"",1,2,2,1,"",1,"",1,1,1,"","","",1,"","","",1,1,"","",1,"","",2,"","","",1,1,"","","","","",1,"","","","",1,1,"","","","",""
email_email_marketing_146,register_to_course,new_course_added,ind_vtz_digex,email_marketing,6,5,1,5705043767,"",2,"","",2,"","","","","","","","",1,"","","",1,"",1,"",1,"",2,1,1,"","","","","","","","","","","","","","","","","","","","","",""
email_copywriting_115,register_to_course,marketing,ind_vtz_digex,copywriting,2,7,6,5803201197,"",2,"","",1,"","",1,"","","","",2,"",1,"","",1,1,"","",1,1,"",2,"",1,"","","","","","","","",1,"","","","","","","","","","","",""
email_youtube_marketing_61,click_on_email,marketing,ind_vtz_digex,youtube_marketing,3,4,7,7483844876,"","","","",2,1,2,"",1,"","","","","","",1,"","",1,"","","","","","",2,"",1,"",1,1,"","","","","","","","","","",1,"","","","","",""
email_podcasting_86,click_on_email,new_course_added,ind_vtz_digex,podcasting,12,13,1,8077364845,"",6,2,"",2,"",2,"",2,"","","","","",1,1,"",1,1,"",2,2,1,"",1,"","","","","","","","","","",1,"","","","","","",1,"","","","",""
email_google_analytics_140,click_on_email,marketing,ind_vtz_digex,google_analytics,4,10,4,8286974182,1,2,2,"",1,"",1,1,"","",1,"","",2,"",1,"","",1,1,1,1,1,"","","","","","","","","","","","","",1,"","","","","","","","","","",""
email_email_marketing_42,open_link,marketing,ind_vtz_digex,email_marketing,5,12,2,8513247456,1,2,"","",1,"",3,2,1,"","","","","",1,"",1,1,"",1,1,1,"","","","","","","","","","","","",1,"","","","",1,1,"","","","","","",""
email_podcasting_168,register_to_course,marketing,ind_pat_digex,podcasting,5,3,1,8638605811,"",1,2,"",1,"",1,"","","","","","","","","","",1,1,"",1,"","","","","","","","","","","","","","","","","","","","",1,"","","","","",""
email_youtube_marketing_95,register_to_course,marketing,ind_vtz_digex,youtube_marketing,1,7,3,9259632706,"",1,"","",1,"",3,"","",1,"","","","","","","","",1,"","",1,"","","","","","",1,1,"","","","","",1,"","","","","","","","","","","",""
email_youtube_marketing_118,open_link,new_course_added,ind_stv_digex,youtube_marketing,4,9,4,1068708387,"",4,"","",1,"",2,"","","","","","",3,"","","","",3,"",1,"","","",1,"","",1,"","","","","","","","","","","","","","",1,"","","","",""
email_podcasting_178,click_on_email,marketing,ind_bdq_digex,podcasting,6,4,2,1272156451,3,"",1,"","","","","","",1,"","","","",1,"","","","","",1,"","","","",2,1,"","","",1,"","","","","","",1,"","","","","","","","","",""
email_youtube_marketing_24,open_link,new_course_added,ind_vtz_digex,youtube_marketing,5,6,"",1521813027,"",1,3,"",1,"","","","",1,"","","","",2,"","",1,"",1,"","","","","",1,"","","","","","","","","","","","","","","","","","","","","",""
email_email_marketing_159,open_link,marketing,ind_bdq_digex,email_marketing,5,3,3,4015462432,"",2,"","","",1,1,"","","","","","","",1,"","","",1,"","","","",1,"",1,"","","","",1,"","",1,"","","","","","","",1,"","","","","",""
email_podcasting_167,register_to_course,new_course_added,ind_vtz_digex,podcasting,4,3,2,5006935073,"",1,"","","","",2,1,"","","","","","","","","","",1,"",1,1,"","","",1,"","","","","","","","","","","","","","","",1,"","","","","",""
email_copywriting_113,click_on_email,new_course_added,ind_vtz_digex,copywriting,1,8,2,5237821197,1,2,"","",1,"","","","",3,"","","","","","",1,1,"","",1,"","","","","",1,"","","","","","","","","","","","","","","","","","","","",""
email_youtube_marketing_192,register_to_course,new_course_added,ind_bdq_digex,youtube_marketing,1,5,5,5719201890,"","","","",1,"",2,"","","","",1,"","","","","","",2,1,1,"","","","",1,"","","",1,"","","","","","","","","","",1,"","","","","","",""
email_podcasting_2,click_on_email,new_course_added,ind_stv_digex,podcasting,3,13,4,9344637555,"",2,2,"",1,"",5,1,"","","","","","",1,"","","",2,1,"",1,"",3,"",1,"","","","","","","","","","","","","","","","","","","","","",""
email_podcasting_69,click_on_email,new_course_added,ind_vtz_digex,podcasting,5,7,2,433387173,"",1,2,1,"",1,1,"","",1,1,1,1,"","","","","","",1,"","",1,"",1,"","","","","","","","","","","",1,"","","","","","","","","","",""
email_youtube_marketing_162,open_link,marketing,ind_bdq_digex,youtube_marketing,7,8,3,510340598,"","",1,2,1,"",2,"","",1,1,"","",1,1,"","",1,"","",1,3,"","",1,"","","","","","",1,1,"","","","","","","","","","","","","","",""
email_email_marketing_139,register_to_course,new_course_added,ind_bdq_digex,email_marketing,3,7,"",1014957729,"",3,"","","",1,"","",1,"","","","","",1,"","",1,1,"","","",2,"","","","","","","","","","","","","","","","","","","","","","","","",""
email_podcasting_148,open_link,marketing,ind_bdq_digex,podcasting,2,7,6,2555637028,"",2,1,1,3,"",2,"","",1,"","","",2,"","","","","","","","","","",1,"","","","",1,"",1,"","","","","","","","","","","","","","","",""
email_podcasting_14,open_link,new_course_added,ind_vtz_digex,podcasting,4,5,1,3709754291,"",1,1,"","","",1,1,"",1,"","","","","","","","","","",1,1,"","",1,"","","",1,"","",1,"","","","","","","","","","","","","","","",""
email_podcasting_117,register_to_course,marketing,ind_bdq_digex,podcasting,5,3,2,4609151103,"","",2,"",1,"",2,"","",1,"","",1,"","","","","",1,"","","","","","","","","","","","","","","",1,"","","","","","",1,"","","","","",""
email_youtube_marketing_54,register_to_course,marketing,ind_vtz_digex,youtube_marketing,"",12,3,4963013290,"",2,"","",1,1,1,"","","","","",1,1,"","","",1,1,1,"",1,"","","","",1,"","",1,"","","","","","","","","","",1,"",1,"","","","",""
email_podcasting_166,open_link,new_course_added,ind_bdq_digex,podcasting,6,2,4,9324140019,"",4,"","","","",2,"",1,"","","","","",1,"","","","","","","","","",1,2,"","",1,"","","","","","","","","","","","","","","","","","",""
email_podcasting_31,open_link,new_course_added,ind_vtz_digex,podcasting,3,9,3,1148193286,"",4,"","","","",2,"","","","","","","","",1,"",1,1,"","","","","","","",1,"",1,1,"","",1,"","","",1,"","",1,"","","","","","","",""
email_podcasting_180,register_to_course,new_course_added,ind_bdq_digex,podcasting,4,3,3,4290406513,"",2,"","","","",1,"",1,"","","","","","","","","",1,"",2,"","","","",1,"","","","","","",1,"","","","","","","",1,"","","","","","",""
email_email_marketing_89,open_link,new_course_added,ind_bdq_digex,email_marketing,5,7,2,9013570933,"",1,2,"",1,"",1,"","","","","","","",2,"","","",1,"","","",1,1,1,2,"","","","","",1,"","","","","","","","","","","","","","","",""
email_podcasting_79,open_link,new_course_added,ind_bdq_digex,podcasting,6,9,3,9824254854,"",4,1,1,"","",1,"","","","",1,"","","","","","",1,"",1,2,"",1,"",2,"","",1,"","","","","",1,"","","","","","","","","",1,"","",""
email_google_analytics_191,click_on_email,new_course_added,ind_vtz_digex,google_analytics,8,5,9,5960077140,1,6,"","",2,"",1,1,"","","",1,"",1,1,"","",1,2,1,"","","","","",2,"",1,"","","","","","",1,"","","","","","","","","","","","",""
