campaign_actual_sent_percent,campaign_actual_sent,campaign_sent_positive,campaign_actual_open_percent,campaign_actual_open,campaign_open_positive,campaign_actual_click_percent,campaign_actual_click,campaign_click_positive,campaign_id,course_campaign_name,campaign_agenda,campaign_category,campaign_agenda_sent,campaign_agenda_open,campaign_agenda_click,campaign_agenda_unsubscribe,digital_marketing_team,course_campaign_start_date,course_campaign_end_date,marketing_product,campaign_result_key,campaign_actual_unsubscribe_percent,campaign_actual_unsubscribe,campaign_unsubscribe_positive
83,15,false,84,11,true,30,3,true,3024352600,email_youtube_marketing_35,open_link,marketing,98,21,15,2,ind_stv_digex,5/6/2022,05/20/2022,youtube_marketing,3024352600_email_youtube_marketing_35,14,2,false
76,13,false,50,7,true,11,1,false,3026504939,email_youtube_marketing_102,register_to_course,new_course_added,100,24,15,3,ind_vtz_digex,5/6/2022,05/20/2022,youtube_marketing,3026504939_email_youtube_marketing_102,9,1,false
78,18,false,75,12,true,50,5,true,5557529993,email_podcasting_22,open_link,new_course_added,99,20,12,1,ind_vtz_digex,5/5/2022,05/19/2022,podcasting,5557529993_email_podcasting_22,11,2,false
83,15,false,78,11,true,55,5,true,6343814221,email_email_marketing_41,open_link,new_course_added,99,21,12,1,ind_bdq_digex,5/3/2022,05/17/2022,email_marketing,6343814221_email_email_marketing_41,15,2,false
85,18,false,63,12,true,80,4,true,9601316388,email_podcasting_169,open_link,marketing,98,20,11,1,ind_vtz_digex,5/5/2022,05/19/2022,podcasting,9601316388_email_podcasting_169,12,2,false
58,10,false,72,8,true,12,1,true,1087412609,email_podcasting_166,open_link,new_course_added,99,20,12,3,ind_vtz_digex,5/4/2022,05/18/2022,podcasting,1087412609_email_podcasting_166,27,3,false
72,13,false,69,9,true,40,2,true,1719696411,email_copywriting_37,open_link,new_course_added,98,24,14,4,ind_bdq_digex,5/3/2022,05/17/2022,copywriting,1719696411_email_copywriting_37,28,4,false
69,9,false,41,5,true,71,5,true,2916360158,email_youtube_marketing_13,register_to_course,marketing,99,22,11,1,ind_vtz_digex,5/7/2022,05/21/2022,youtube_marketing,2916360158_email_youtube_marketing_13,38,5,false
100,25,true,50,12,true,58,7,true,3770274326,email_copywriting_34,open_link,marketing,98,24,13,4,ind_isk_digex,5/8/2022,05/22/2022,copywriting,3770274326_email_copywriting_34,24,6,false
80,16,false,47,9,true,50,4,true,3871340472,email_digital_marketing_41,open_link,new_course_added,99,25,14,1,ind_vtz_digex,5/4/2022,05/18/2022,digital_marketing,3871340472_email_digital_marketing_41,16,3,false
50,6,false,37,3,true,44,4,true,5856148517,email_google_analytics_90,click_on_email,marketing,100,23,12,4,ind_vtz_digex,5/1/2022,05/15/2022,google_analytics,5856148517_email_google_analytics_90,0,0,true
95,19,false,77,14,true,27,3,true,6037578141,email_email_marketing_91,register_to_course,marketing,99,23,15,3,ind_vtz_digex,5/1/2022,05/15/2022,email_marketing,6037578141_email_email_marketing_91,20,3,false
83,10,false,63,7,true,75,3,true,7656483535,email_email_marketing_44,click_on_email,marketing,100,25,12,2,ind_bdq_digex,5/4/2022,05/18/2022,email_marketing,7656483535_email_email_marketing_44,12,1,false
81,13,false,66,8,true,42,3,true,9283719409,email_youtube_marketing_99,open_link,marketing,98,24,12,4,ind_vtz_digex,5/1/2022,05/15/2022,youtube_marketing,9283719409_email_youtube_marketing_99,28,2,false
81,18,false,89,17,true,58,7,true,2912209781,email_podcasting_61,register_to_course,marketing,98,22,10,2,ind_pat_digex,5/2/2022,05/16/2022,podcasting,2912209781_email_podcasting_61,14,2,false
69,18,false,71,15,true,52,9,true,3051057797,email_podcasting_176,click_on_email,new_course_added,100,22,15,2,ind_vtz_digex,5/1/2022,05/15/2022,podcasting,3051057797_email_podcasting_176,18,3,false
72,18,false,52,10,true,50,7,true,5097624181,email_copywriting_42,open_link,marketing,100,22,12,4,ind_vtz_digex,5/2/2022,05/16/2022,copywriting,5097624181_email_copywriting_42,20,3,false
85,18,false,38,7,true,46,6,true,7066613538,email_email_marketing_150,open_link,new_course_added,99,21,11,1,ind_bdq_digex,5/2/2022,05/16/2022,email_marketing,7066613538_email_email_marketing_150,25,2,false
92,23,false,45,9,true,47,8,true,7496890472,email_email_marketing_51,click_on_email,new_course_added,100,24,13,1,ind_pat_digex,5/6/2022,05/20/2022,email_marketing,7496890472_email_email_marketing_51,25,3,false
89,17,false,56,9,true,41,5,true,1004114346,email_youtube_marketing_178,click_on_email,new_course_added,99,25,15,1,ind_vtz_digex,5/3/2022,05/17/2022,youtube_marketing,1004114346_email_youtube_marketing_178,20,3,false
88,16,false,82,14,true,40,4,true,4300949506,email_email_marketing_21,click_on_email,new_course_added,98,20,10,2,ind_vtz_digex,5/4/2022,05/18/2022,email_marketing,4300949506_email_email_marketing_21,0,0,true
88,16,false,53,7,true,14,1,true,5823463626,email_podcasting_193,open_link,new_course_added,99,21,14,1,ind_vtz_digex,5/6/2022,05/20/2022,podcasting,5823463626_email_podcasting_193,9,1,false
96,24,false,45,9,true,50,7,true,626915023,email_podcasting_185,click_on_email,marketing,99,25,15,4,ind_bdq_digex,5/1/2022,05/15/2022,podcasting,626915023_email_podcasting_185,15,3,false
83,26,false,50,11,true,50,7,true,856740411,email_google_analytics_71,click_on_email,new_course_added,98,22,11,1,ind_vtz_digex,5/4/2022,05/18/2022,google_analytics,856740411_email_google_analytics_71,32,8,false
69,9,false,72,8,true,50,3,true,8993273456,email_youtube_marketing_43,click_on_email,marketing,100,22,12,1,ind_bdq_digex,5/3/2022,05/17/2022,youtube_marketing,8993273456_email_youtube_marketing_43,37,3,false
61,11,false,57,8,true,66,6,true,9139250164,email_youtube_marketing_65,open_link,new_course_added,98,21,13,4,ind_bdq_digex,5/2/2022,05/16/2022,youtube_marketing,9139250164_email_youtube_marketing_65,15,2,false
78,15,false,52,9,true,30,3,true,9963540570,email_email_marketing_81,open_link,marketing,99,24,14,1,ind_vtz_digex,5/5/2022,05/19/2022,email_marketing,9963540570_email_email_marketing_81,0,0,true
68,11,false,60,9,true,28,2,true,2512284050,email_podcasting_125,click_on_email,new_course_added,100,24,15,4,ind_vtz_digex,5/3/2022,05/17/2022,podcasting,2512284050_email_podcasting_125,12,1,false
78,22,false,56,13,true,50,6,true,2599828201,email_youtube_marketing_151,register_to_course,new_course_added,100,20,10,2,ind_stv_digex,5/1/2022,05/15/2022,youtube_marketing,2599828201_email_youtube_marketing_151,31,6,false
76,16,false,57,8,true,45,5,true,2972381963,email_copywriting_161,register_to_course,new_course_added,99,21,14,4,ind_pat_digex,5/8/2022,05/22/2022,copywriting,2972381963_email_copywriting_161,25,4,false
94,17,false,53,8,true,10,1,false,6198861082,email_youtube_marketing_161,click_on_email,marketing,98,22,15,3,ind_pat_digex,5/4/2022,05/18/2022,youtube_marketing,6198861082_email_youtube_marketing_161,38,5,false
77,17,false,64,11,true,50,6,true,833716573,email_podcasting_174,open_link,new_course_added,98,21,12,1,ind_vtz_digex,5/3/2022,05/17/2022,podcasting,833716573_email_podcasting_174,15,2,false
80,17,false,57,11,true,58,7,true,9483285208,email_youtube_marketing_27,open_link,new_course_added,98,24,14,4,ind_bdq_digex,5/7/2022,05/21/2022,youtube_marketing,9483285208_email_youtube_marketing_27,26,4,false
75,15,false,38,7,true,60,6,true,9557916117,email_podcasting_93,click_on_email,marketing,98,20,14,4,ind_vtz_digex,5/5/2022,05/19/2022,podcasting,9557916117_email_podcasting_93,21,3,false
92,12,false,63,7,true,40,2,true,9804313863,email_digital_marketing_50,open_link,marketing,98,20,15,2,ind_stv_digex,5/2/2022,05/16/2022,digital_marketing,9804313863_email_digital_marketing_50,28,2,false
78,18,false,69,16,true,58,7,true,2619116082,email_copywriting_171,open_link,marketing,98,23,12,3,ind_vtz_digex,5/4/2022,05/18/2022,copywriting,2619116082_email_copywriting_171,23,4,false
72,13,false,57,8,true,46,6,true,3524141668,email_youtube_marketing_38,open_link,marketing,100,24,14,3,ind_vtz_digex,5/2/2022,05/16/2022,youtube_marketing,3524141668_email_youtube_marketing_38,36,7,false
61,11,false,91,11,true,83,5,true,7830889821,email_podcasting_132,register_to_course,new_course_added,99,24,15,4,ind_bdq_digex,5/3/2022,05/17/2022,podcasting,7830889821_email_podcasting_132,33,4,false
81,18,false,64,11,true,28,4,true,3746893372,email_podcasting_48,click_on_email,marketing,99,20,10,2,ind_vtz_digex,5/3/2022,05/17/2022,podcasting,3746893372_email_podcasting_48,35,5,false
73,17,false,47,9,true,60,6,true,6872477997,email_podcasting_108,click_on_email,new_course_added,98,23,14,2,ind_stv_digex,5/5/2022,05/19/2022,podcasting,6872477997_email_podcasting_108,35,7,false
80,20,false,77,14,true,33,4,true,221463208,email_podcasting_60,open_link,new_course_added,98,23,10,3,ind_vtz_digex,5/2/2022,05/16/2022,podcasting,221463208_email_podcasting_60,5,1,false
80,16,false,47,8,true,42,3,true,3139799365,email_podcasting_70,register_to_course,marketing,98,23,14,4,ind_vtz_digex,5/6/2022,05/20/2022,podcasting,3139799365_email_podcasting_70,9,1,false
92,13,false,66,8,true,100,3,true,5921123293,email_youtube_marketing_199,open_link,marketing,98,25,15,2,ind_bdq_digex,5/4/2022,05/18/2022,youtube_marketing,5921123293_email_youtube_marketing_199,53,7,false
82,14,false,53,8,true,66,6,true,6095966981,email_email_marketing_47,register_to_course,marketing,100,22,10,4,ind_stv_digex,5/3/2022,05/17/2022,email_marketing,6095966981_email_email_marketing_47,22,2,false
80,17,false,56,9,true,63,7,true,2162878828,email_google_analytics_179,register_to_course,marketing,98,24,12,4,ind_vtz_digex,5/6/2022,05/20/2022,google_analytics,2162878828_email_google_analytics_179,13,2,false
71,15,false,81,13,true,50,7,true,5606789566,email_email_marketing_154,register_to_course,marketing,98,23,15,3,ind_bdq_digex,5/7/2022,05/21/2022,email_marketing,5606789566_email_email_marketing_154,40,4,false
80,12,false,71,10,true,28,2,true,5606985934,email_podcasting_26,register_to_course,marketing,99,20,11,3,ind_vtz_digex,5/4/2022,05/18/2022,podcasting,5606985934_email_podcasting_26,41,5,false
75,12,false,58,7,true,20,1,true,9868487781,email_email_marketing_193,open_link,new_course_added,100,24,14,3,ind_vtz_digex,5/7/2022,05/21/2022,email_marketing,9868487781_email_email_marketing_193,27,3,false
68,17,false,62,10,true,27,3,true,163762155,email_podcasting_81,open_link,new_course_added,98,25,15,2,ind_stv_digex,5/5/2022,05/19/2022,podcasting,163762155_email_podcasting_81,26,4,false
92,13,false,75,6,true,50,4,true,1726623203,email_youtube_marketing_11,open_link,new_course_added,99,24,11,3,ind_vtz_digex,5/7/2022,05/21/2022,youtube_marketing,1726623203_email_youtube_marketing_11,45,5,false
78,22,false,82,19,true,38,7,true,2788512635,email_email_marketing_88,open_link,new_course_added,100,22,12,1,ind_stv_digex,5/3/2022,05/17/2022,email_marketing,2788512635_email_email_marketing_88,18,3,false
68,13,false,42,6,true,33,4,true,6609340439,email_copywriting_111,open_link,new_course_added,99,21,15,1,ind_ccu_digex,5/7/2022,05/21/2022,copywriting,6609340439_email_copywriting_111,8,1,false
78,15,false,60,9,true,50,3,true,8484751546,email_podcasting_71,open_link,marketing,100,22,11,1,ind_stv_digex,5/1/2022,05/15/2022,podcasting,8484751546_email_podcasting_71,29,5,false
77,14,false,41,5,true,77,7,true,881253243,email_email_marketing_142,open_link,marketing,100,20,12,3,ind_bdq_digex,5/3/2022,05/17/2022,email_marketing,881253243_email_email_marketing_142,0,0,true
75,24,false,76,20,true,50,6,true,8947278750,email_podcasting_69,open_link,new_course_added,99,20,15,1,ind_vtz_digex,5/7/2022,05/21/2022,podcasting,8947278750_email_podcasting_69,4,1,false
75,9,false,75,6,true,33,1,true,1976155185,email_email_marketing_98,open_link,marketing,99,24,13,2,ind_bdq_digex,5/5/2022,05/19/2022,email_marketing,1976155185_email_email_marketing_98,42,3,false
71,15,false,47,8,true,41,5,true,2980613479,email_internet_marketing_170,open_link,new_course_added,99,20,14,1,ind_stv_digex,5/7/2022,05/21/2022,internet_marketing,2980613479_email_internet_marketing_170,27,3,false
75,18,false,89,17,true,41,7,true,34734406,email_podcasting_65,open_link,marketing,98,22,14,4,ind_vtz_digex,5/5/2022,05/19/2022,podcasting,34734406_email_podcasting_65,43,7,false
57,8,false,53,7,true,66,2,true,4373146,email_podcasting_7,click_on_email,marketing,100,22,11,3,ind_vtz_digex,5/3/2022,05/17/2022,podcasting,4373146_email_podcasting_7,28,2,false
73,14,false,60,9,true,33,3,true,5299816170,email_internet_marketing_169,open_link,marketing,100,21,13,3,ind_ccu_digex,5/5/2022,05/19/2022,internet_marketing,5299816170_email_internet_marketing_169,20,2,false
82,19,false,73,14,true,50,5,true,9104873807,email_podcasting_193,open_link,new_course_added,99,22,13,4,ind_bdq_digex,5/2/2022,05/16/2022,podcasting,9104873807_email_podcasting_193,0,0,true
89,17,false,80,12,true,37,3,true,2202277722,email_email_marketing_72,register_to_course,new_course_added,99,22,14,1,ind_vtz_digex,5/2/2022,05/16/2022,email_marketing,2202277722_email_email_marketing_72,33,5,false
85,17,false,50,8,true,80,8,true,3442681545,email_podcasting_60,open_link,marketing,98,23,10,3,ind_vtz_digex,5/1/2022,05/15/2022,podcasting,3442681545_email_podcasting_60,18,3,false
62,10,false,72,8,true,80,4,true,5237821197,email_copywriting_113,click_on_email,new_course_added,98,20,11,2,ind_vtz_digex,5/7/2022,05/21/2022,copywriting,5237821197_email_copywriting_113,25,3,false
81,18,false,56,9,true,33,3,true,5702438523,email_podcasting_141,open_link,marketing,98,23,12,3,ind_ded_digex,5/1/2022,05/15/2022,podcasting,5702438523_email_podcasting_141,16,2,false
94,18,false,71,10,true,28,2,true,1089508123,email_youtube_marketing_165,register_to_course,marketing,98,22,14,1,ind_stv_digex,5/6/2022,05/20/2022,youtube_marketing,1089508123_email_youtube_marketing_165,35,5,false
82,14,false,73,11,true,60,6,true,4797188693,email_podcasting_92,click_on_email,new_course_added,98,23,12,3,ind_vtz_digex,5/8/2022,05/22/2022,podcasting,4797188693_email_podcasting_92,25,3,false
76,13,false,69,9,true,50,3,true,7580884925,email_youtube_marketing_88,open_link,new_course_added,100,20,13,3,ind_ccu_digex,5/3/2022,05/17/2022,youtube_marketing,7580884925_email_youtube_marketing_88,21,3,false
79,19,false,65,13,true,50,6,true,759804397,email_podcasting_140,open_link,new_course_added,98,25,12,1,ind_ccu_digex,5/7/2022,05/21/2022,podcasting,759804397_email_podcasting_140,27,5,false
82,19,false,73,14,true,33,4,true,8513247456,email_email_marketing_42,open_link,marketing,98,25,15,4,ind_vtz_digex,5/3/2022,05/17/2022,email_marketing,8513247456_email_email_marketing_42,6,1,false
68,13,false,78,11,true,45,5,true,1378307976,email_copywriting_140,open_link,new_course_added,99,24,15,3,ind_bdq_digex,5/2/2022,05/16/2022,copywriting,1378307976_email_copywriting_140,14,2,false
72,13,false,76,10,true,58,7,true,4613522374,email_podcasting_42,click_on_email,marketing,99,24,15,4,ind_pat_digex,5/6/2022,05/20/2022,podcasting,4613522374_email_podcasting_42,25,2,false
82,14,false,54,6,true,40,4,true,9021645785,email_podcasting_147,register_to_course,marketing,100,24,14,3,ind_vtz_digex,5/2/2022,05/16/2022,podcasting,9021645785_email_podcasting_147,53,8,false
80,20,false,81,18,true,50,5,true,107425432,email_podcasting_170,click_on_email,marketing,98,22,11,3,ind_myq_digex,5/3/2022,05/17/2022,podcasting,107425432_email_podcasting_170,15,3,false
94,18,false,50,8,true,57,4,true,10881255,email_email_marketing_13,open_link,new_course_added,99,23,12,1,ind_vtz_digex,5/4/2022,05/18/2022,email_marketing,10881255_email_email_marketing_13,33,4,false
80,20,false,65,13,true,50,5,true,1929024460,email_podcasting_32,open_link,marketing,98,21,15,3,ind_vtz_digex,5/1/2022,05/15/2022,podcasting,1929024460_email_podcasting_32,15,3,false
83,20,false,68,13,true,50,4,true,5986107837,email_podcasting_185,open_link,marketing,99,24,11,2,ind_vtz_digex,5/2/2022,05/16/2022,podcasting,5986107837_email_podcasting_185,13,2,false
80,12,false,80,8,true,66,4,true,8809734335,email_podcasting_174,register_to_course,marketing,99,25,11,1,ind_ccu_digex,5/4/2022,05/18/2022,podcasting,8809734335_email_podcasting_174,0,0,true
90,20,false,76,16,true,71,10,true,9022838188,email_podcasting_160,open_link,new_course_added,98,25,12,3,ind_myq_digex,5/5/2022,05/19/2022,podcasting,9022838188_email_podcasting_160,18,3,false
85,17,false,62,10,true,66,6,true,3656227268,email_email_marketing_102,click_on_email,new_course_added,99,25,14,2,ind_stv_digex,5/7/2022,05/21/2022,email_marketing,3656227268_email_email_marketing_102,40,6,false
72,16,false,42,6,true,77,7,true,6613898287,email_email_marketing_12,register_to_course,marketing,99,25,10,3,ind_bdq_digex,5/7/2022,05/21/2022,email_marketing,6613898287_email_email_marketing_12,42,6,false
78,15,false,61,8,true,33,4,true,786931329,email_podcasting_195,open_link,marketing,100,21,12,3,ind_vtz_digex,5/1/2022,05/15/2022,podcasting,786931329_email_podcasting_195,31,5,false
88,15,false,53,7,true,40,2,true,8057699612,email_youtube_marketing_157,click_on_email,marketing,98,20,13,1,ind_bdq_digex,5/6/2022,05/20/2022,youtube_marketing,8057699612_email_youtube_marketing_157,55,5,false
75,18,false,52,10,true,23,3,true,9049932215,email_youtube_marketing_153,click_on_email,marketing,100,23,11,2,ind_ixc_digex,5/2/2022,05/16/2022,youtube_marketing,9049932215_email_youtube_marketing_153,33,6,false
73,17,false,52,9,true,46,7,true,9093765965,email_podcasting_111,click_on_email,marketing,99,25,12,1,ind_vtz_digex,5/1/2022,05/15/2022,podcasting,9093765965_email_podcasting_111,18,4,false
94,18,false,53,8,true,22,2,true,1867579030,email_youtube_marketing_198,open_link,marketing,98,21,12,2,ind_vtz_digex,5/4/2022,05/18/2022,youtube_marketing,1867579030_email_youtube_marketing_198,14,1,false
66,10,false,78,11,true,50,5,true,2725961548,email_podcasting_74,open_link,marketing,98,25,10,1,ind_vtz_digex,5/5/2022,05/19/2022,podcasting,2725961548_email_podcasting_74,14,1,false
64,9,false,81,9,true,50,3,true,3569128830,email_podcasting_112,open_link,marketing,98,24,11,4,ind_stv_digex,5/3/2022,05/17/2022,podcasting,3569128830_email_podcasting_112,7,1,false
92,23,false,70,14,true,58,7,true,5651464883,email_podcasting_70,register_to_course,marketing,98,24,11,2,ind_vtz_digex,5/8/2022,05/22/2022,podcasting,5651464883_email_podcasting_70,55,10,false
100,15,true,33,4,true,0,0,false,6379781021,email_google_analytics_113,open_link,new_course_added,100,22,11,1,ind_ccu_digex,5/6/2022,05/20/2022,google_analytics,6379781021_email_google_analytics_113,0,0,true
68,13,false,66,10,true,50,5,true,7279470157,email_podcasting_21,register_to_course,marketing,100,21,14,1,ind_stv_digex,5/3/2022,05/17/2022,podcasting,7279470157_email_podcasting_21,7,1,false
76,16,false,55,11,true,75,3,true,8448198514,email_podcasting_65,open_link,new_course_added,98,21,14,3,ind_vtz_digex,5/6/2022,05/20/2022,podcasting,8448198514_email_podcasting_65,7,1,false
93,14,false,53,7,true,0,0,false,8482404873,email_podcasting_131,click_on_email,marketing,99,23,10,1,ind_vtz_digex,5/6/2022,05/20/2022,podcasting,8482404873_email_podcasting_131,20,2,false
71,15,false,43,7,true,46,6,true,859138070,email_youtube_marketing_98,click_on_email,marketing,99,24,14,1,ind_bdq_digex,5/8/2022,05/22/2022,youtube_marketing,859138070_email_youtube_marketing_98,25,3,false
100,13,true,80,8,true,57,4,true,8655998052,email_podcasting_39,open_link,marketing,98,22,10,3,ind_bdq_digex,5/3/2022,05/17/2022,podcasting,8655998052_email_podcasting_39,20,2,false
60,15,false,50,10,true,66,6,true,1014270111,email_youtube_marketing_69,click_on_email,new_course_added,99,23,12,1,ind_vtz_digex,5/5/2022,05/19/2022,youtube_marketing,1014270111_email_youtube_marketing_69,17,3,false
69,9,false,50,5,true,60,3,true,1309876851,email_podcasting_180,open_link,new_course_added,99,25,11,3,ind_vtz_digex,5/8/2022,05/22/2022,podcasting,1309876851_email_podcasting_180,44,4,false
76,19,false,50,10,true,50,6,true,1450106447,email_podcasting_64,open_link,new_course_added,99,20,12,3,ind_bdq_digex,5/3/2022,05/17/2022,podcasting,1450106447_email_podcasting_64,29,5,false
85,12,false,54,6,true,42,3,true,1657613925,email_email_marketing_66,open_link,marketing,99,24,12,1,ind_stv_digex,5/2/2022,05/16/2022,email_marketing,1657613925_email_email_marketing_66,7,1,false
93,14,false,76,10,true,50,2,true,2893032273,email_podcasting_157,open_link,marketing,100,21,15,3,ind_stv_digex,5/6/2022,05/20/2022,podcasting,2893032273_email_podcasting_157,0,0,true
87,14,false,57,8,true,25,2,true,366340042,email_copywriting_41,register_to_course,marketing,100,23,11,2,ind_bdq_digex,5/8/2022,05/22/2022,copywriting,366340042_email_copywriting_41,0,0,true
60,12,false,73,11,true,61,8,true,2659641501,email_podcasting_118,click_on_email,new_course_added,98,23,12,3,ind_stv_digex,5/3/2022,05/17/2022,podcasting,2659641501_email_podcasting_118,33,5,false
81,9,false,77,7,true,66,4,true,3853436935,email_podcasting_8,click_on_email,new_course_added,99,22,11,3,ind_vtz_digex,5/8/2022,05/22/2022,podcasting,3853436935_email_podcasting_8,16,1,false
88,15,false,69,9,true,62,5,true,6132630899,email_email_marketing_115,open_link,new_course_added,100,21,11,4,ind_vtz_digex,5/4/2022,05/18/2022,email_marketing,6132630899_email_email_marketing_115,20,2,false
85,18,false,60,12,true,42,3,true,6173962268,email_youtube_marketing_35,open_link,new_course_added,100,22,12,1,ind_bdq_digex,5/2/2022,05/16/2022,youtube_marketing,6173962268_email_youtube_marketing_35,16,2,false
75,12,false,46,6,true,42,3,true,6537871166,email_copywriting_173,open_link,marketing,98,24,11,2,ind_ixc_digex,5/3/2022,05/17/2022,copywriting,6537871166_email_copywriting_173,27,3,false
63,14,false,29,5,true,38,5,true,725773553,email_email_marketing_49,open_link,new_course_added,100,20,12,1,ind_pat_digex,5/3/2022,05/17/2022,email_marketing,725773553_email_email_marketing_49,31,5,false
71,15,false,56,9,true,30,4,true,7618085404,email_copywriting_189,register_to_course,marketing,100,21,11,2,ind_vtz_digex,5/4/2022,05/18/2022,copywriting,7618085404_email_copywriting_189,10,1,false
78,18,false,83,15,true,46,6,true,8373794719,email_copywriting_119,register_to_course,new_course_added,100,22,13,1,ind_stv_digex,5/5/2022,05/19/2022,copywriting,8373794719_email_copywriting_119,44,8,false
80,16,false,70,12,true,36,4,true,117251194,email_podcasting_155,open_link,new_course_added,99,25,14,1,ind_bdq_digex,5/6/2022,05/20/2022,podcasting,117251194_email_podcasting_155,17,3,false
76,13,false,66,8,true,20,1,true,1325773638,email_podcasting_131,click_on_email,new_course_added,100,24,10,1,ind_bdq_digex,5/2/2022,05/16/2022,podcasting,1325773638_email_podcasting_131,28,4,false
87,21,false,42,9,true,50,4,true,4903684768,email_podcasting_142,open_link,marketing,99,24,11,2,ind_vtz_digex,5/2/2022,05/16/2022,podcasting,4903684768_email_podcasting_142,27,5,false
85,12,false,33,3,true,44,4,true,5006935073,email_podcasting_167,register_to_course,new_course_added,100,25,10,2,ind_vtz_digex,5/8/2022,05/22/2022,podcasting,5006935073_email_podcasting_167,50,4,false
94,17,false,73,11,true,12,1,true,9587944429,email_youtube_marketing_155,open_link,new_course_added,99,25,11,3,ind_vtz_digex,5/2/2022,05/16/2022,youtube_marketing,9587944429_email_youtube_marketing_155,35,5,false
84,11,false,50,5,true,40,2,true,5084781623,email_google_analytics_21,register_to_course,marketing,100,22,14,3,ind_bdq_digex,5/2/2022,05/16/2022,google_analytics,5084781623_email_google_analytics_21,30,3,false
75,18,false,68,11,true,50,6,true,633470473,email_podcasting_3,register_to_course,new_course_added,100,24,12,1,ind_stv_digex,5/5/2022,05/19/2022,podcasting,633470473_email_podcasting_3,37,6,false
75,15,false,43,7,true,72,8,true,6998082444,email_podcasting_107,register_to_course,new_course_added,99,25,14,3,ind_bdq_digex,5/8/2022,05/22/2022,podcasting,6998082444_email_podcasting_107,37,6,false
100,15,true,70,7,true,40,2,true,9383088435,email_podcasting_197,open_link,marketing,99,23,14,3,ind_ccu_digex,5/8/2022,05/22/2022,podcasting,9383088435_email_podcasting_197,25,2,false
86,13,false,63,7,true,44,4,true,9666583623,email_podcasting_119,register_to_course,new_course_added,98,24,10,4,ind_stv_digex,5/2/2022,05/16/2022,podcasting,9666583623_email_podcasting_119,16,2,false
77,17,false,73,14,true,63,7,true,1098017803,email_podcasting_137,open_link,new_course_added,100,20,11,2,ind_vtz_digex,5/4/2022,05/18/2022,podcasting,1098017803_email_podcasting_137,20,3,false
86,13,false,76,10,true,66,4,true,2559810778,email_youtube_marketing_184,register_to_course,new_course_added,99,25,15,1,ind_bdq_digex,5/7/2022,05/21/2022,youtube_marketing,2559810778_email_youtube_marketing_184,6,1,false
78,22,false,65,15,true,50,6,true,4484110113,email_email_marketing_12,click_on_email,marketing,98,22,14,2,ind_stv_digex,5/8/2022,05/22/2022,email_marketing,4484110113_email_email_marketing_12,16,2,false
82,19,false,50,11,true,12,1,true,4896182138,email_podcasting_126,click_on_email,new_course_added,100,22,11,3,ind_bdq_digex,5/4/2022,05/18/2022,podcasting,4896182138_email_podcasting_126,33,4,false
70,14,false,72,13,true,50,5,true,7367960717,email_podcasting_48,click_on_email,marketing,100,23,12,3,ind_vtz_digex,5/2/2022,05/16/2022,podcasting,7367960717_email_podcasting_48,15,2,false
80,12,false,64,9,true,36,4,true,7899174082,email_podcasting_10,register_to_course,new_course_added,100,24,14,2,ind_bdq_digex,5/2/2022,05/16/2022,podcasting,7899174082_email_podcasting_10,0,0,true
75,18,false,66,14,true,30,4,true,8300823654,email_copywriting_135,open_link,marketing,98,21,14,3,ind_vtz_digex,5/4/2022,05/18/2022,copywriting,8300823654_email_copywriting_135,11,2,false
73,14,false,53,8,true,25,2,true,456781366,email_podcasting_129,open_link,marketing,98,20,11,2,ind_isk_digex,5/6/2022,05/20/2022,podcasting,456781366_email_podcasting_129,16,2,false
92,24,false,63,14,true,44,4,true,7192004936,email_youtube_marketing_25,open_link,marketing,98,20,11,3,ind_vtz_digex,5/6/2022,05/20/2022,youtube_marketing,7192004936_email_youtube_marketing_25,25,4,false
93,14,false,64,9,true,0,0,false,167206265,email_podcasting_12,click_on_email,new_course_added,99,25,10,4,ind_vtz_digex,5/1/2022,05/15/2022,podcasting,167206265_email_podcasting_12,37,3,false
94,17,false,56,9,true,66,4,true,2075086125,email_youtube_marketing_184,register_to_course,new_course_added,100,20,11,2,ind_pat_digex,5/1/2022,05/15/2022,youtube_marketing,2075086125_email_youtube_marketing_184,12,1,false
78,18,false,61,11,true,66,6,true,4667951028,email_internet_marketing_113,click_on_email,new_course_added,99,20,14,2,ind_bdq_digex,5/6/2022,05/20/2022,internet_marketing,4667951028_email_internet_marketing_113,16,2,false
86,13,false,64,9,true,75,6,true,6016078883,email_podcasting_184,open_link,new_course_added,99,24,14,1,ind_vtz_digex,5/6/2022,05/20/2022,podcasting,6016078883_email_podcasting_184,12,1,false
68,13,false,38,5,true,53,7,true,8099424735,email_email_marketing_96,open_link,new_course_added,98,25,10,2,ind_vtz_digex,5/7/2022,05/21/2022,email_marketing,8099424735_email_email_marketing_96,27,3,false
65,17,false,63,14,true,50,6,true,84948337,email_podcasting_77,open_link,new_course_added,99,21,11,2,ind_vtz_digex,5/4/2022,05/18/2022,podcasting,84948337_email_podcasting_77,18,3,false
81,18,false,52,9,true,61,8,true,1850280797,email_youtube_marketing_15,register_to_course,new_course_added,100,21,14,2,ind_vtz_digex,5/8/2022,05/22/2022,youtube_marketing,1850280797_email_youtube_marketing_15,25,5,false
76,16,false,60,9,true,50,6,true,5285807611,email_podcasting_146,open_link,marketing,99,25,13,4,ind_vtz_digex,5/1/2022,05/15/2022,podcasting,5285807611_email_podcasting_146,33,5,false
